Province,City,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index
Beijing,Beijing,2023-09-12,25.68,7.67,8.95,623.29,0.85,2.18,0.03,0.62,0.133,2.78,18.95,3.75,1.8,0.76,0.04,87.0,65.80641666666666
Shanghai,Shanghai,2023-08-10,26.75,6.52,8.9,417.05,0.11,2.23,0.012,0.68,0.168,4.01,18.69,4.19,5.5,0.63,0.19,86.0,57.83383333333333
Shandong,Qingdao,2023-10-06,22.32,7.62,7.16,494.56,1.98,1.76,-0.007,0.04,0.116,2.36,20.27,2.51,5.61,0.61,0.11,109.0,57.61183333333333
Beijing,Beijing,2023-06-03,19.12,6.82,8.0,409.47,6.16,1.37,0.01,0.44,0.06,3.47,12.92,3.88,7.02,0.37,0.12,115.0,60.0
Henan,Luoyang,2023-02-02,18.4,7.337000000000001,8.54,553.201,8.668000000000001,2.8600000000000003,0.0011,0.803,0.1342,3.5640000000000005,30.877000000000002,5.698,7.293,0.48400000000000004,0.08800000000000001,116.60000000000001,46.666666666666664
Yunnan,Kunming,2023-06-07,10.88,6.37,7.65,535.37,3.18,2.05,0.006,0.41,0.14,3.03,19.47,3.27,3.9,0.82,0.14,97.0,57.41758333333333
Guangdong,Shenzhen,2023-09-05,15.38,7.47,7.04,499.68,2.07,3.03,0.047,0.63,0.066,3.34,11.51,3.47,1.75,0.61,0.04,98.0,63.028083333333335
Beijing,Beijing,2023-08-09,13.3,6.94,4.55,659.96,5.31,2.02,0.026,0.64,0.139,2.2,15.41,4.14,5.96,0.75,0.07,94.0,53.333333333333336
Shanghai,Shanghai,2023-02-15,26.26,7.13,10.67,481.76,1.86,1.31,0.024,0.7,0.084,3.31,17.19,4.3,4.04,0.66,0.04,106.0,63.333333333333336
Hubei,Yichang,2023-07-30,22.91,6.94,6.04,444.37,2.28,2.61,0.031,0.42,0.01,3.15,20.91,3.33,1.09,0.45,0.14,99.0,60.0
Shandong,Qingdao,2023-07-18,16.11,6.43,9.37,475.61,34.22,1.96,0.035,0.82,0.034,2.78,32.17,3.31,8.24,0.7,0.16,90.0,49.250750000000004
Guangdong,Shenzhen,2023-10-06,19.22,6.2,8.96,348.29,6.38,2.5,0.004,0.3,0.159,3.06,14.8,4.63,3.93,1.01,0.13,107.0,55.27916666666667
Shandong,Jinan,2023-12-15,19.99,7.31,8.31,660.19,0.36,1.69,0.017,0.22,0.144,2.43,23.04,3.7,5.45,0.41,0.11,91.0,65.0
Zhejiang,Hangzhou,2023-07-12,20.77,6.4,6.21,427.13,4.29,1.51,0.017,0.04,0.135,2.76,21.44,2.94,9.03,0.22,0.08,95.0,60.83416666666667
Guangdong,Guangzhou,2023-11-11,9.95,7.64,8.45,488.06,5.73,1.59,0.038,0.6,0.139,3.36,12.18,3.89,4.97,0.45,0.11,100.0,64.223
Hubei,Yichang,2023-01-13,20.7,7.0,5.53,464.35,4.75,1.81,0.017,0.13,0.013,3.27,16.98,3.61,5.15,0.15,0.08,107.0,61.666666666666664
Beijing,Beijing,2023-06-08,21.51,6.73,6.92,460.9,3.46,1.68,0.029,0.66,0.074,3.17,14.81,3.82,4.14,0.69,0.12,92.0,56.666666666666664
Jiangsu,Suzhou,2023-01-15,24.38,6.9,7.18,367.79,7.58,2.15,0.044,0.33,0.11,3.12,19.94,4.04,3.24,0.57,0.01,102.0,60.0
Shandong,Qingdao,2023-11-28,21.8,5.79,9.53,442.07,1.54,1.98,0.02,0.2,0.103,2.43,20.31,5.94,2.22,0.47,0.07,94.0,60.808083333333336
Guangdong,Shenzhen,2023-05-11,28.89,7.6,7.01,421.28,1.18,0.98,0.041,0.72,0.067,3.14,18.0,4.95,4.32,0.46,0.07,104.0,59.334
Hubei,Yichang,2023-11-10,14.73,6.93,6.6,413.83,3.58,1.73,-0.0,0.4,0.053,3.31,16.32,3.63,0.7,0.7,0.05,112.0,61.666666666666664
Shandong,Qingdao,2023-01-02,14.97,7.3,6.52,525.51,4.84,1.49,0.02,0.36,0.201,2.69,14.04,3.1,4.97,0.52,0.12,85.0,63.333333333333336
Henan,Zhengzhou,2023-12-08,12.21,7.34,9.83,595.65,4.02,1.6,0.012,0.3,0.083,3.63,14.43,3.51,6.95,0.62,0.08,114.0,61.666666666666664
Henan,Luoyang,2023-12-08,25.03,8.085,8.1,521.3340000000001,4.884000000000001,2.959,0.0143,0.9460000000000001,0.0693,2.387,22.616,6.028000000000001,6.963000000000001,0.539,0.12100000000000001,93.50000000000001,47.988125
Sichuan,Chengdu,2023-09-20,13.17,7.700000000000001,8.47,439.54900000000004,3.883,1.595,0.034100000000000005,0.48400000000000004,0.10670000000000002,2.574,32.34,4.642,6.952000000000001,0.22000000000000003,0.07700000000000001,127.60000000000001,54.0565
Shanghai,Shanghai,2023-01-10,20.82,7.24,5.14,515.77,8.96,1.67,0.012,0.41,0.081,3.06,22.64,4.44,5.26,0.54,0.23,99.0,50.0
Sichuan,Mianyang,2023-12-02,14.96,6.53,6.64,387.29,2.18,2.06,0.027,0.35,-0.001,3.06,22.35,4.67,2.96,0.38,0.04,91.0,64.52825
Yunnan,Kunming,2023-10-05,18.19,7.34,8.35,502.0,0.78,1.93,0.011,0.15,0.127,2.67,11.33,4.56,4.5,0.59,0.12,106.0,65.0
Zhejiang,Hangzhou,2023-06-03,16.02,6.77,9.28,332.51,8.74,1.3,0.007,0.93,0.076,2.6,25.78,2.22,7.77,0.34,0.13,92.0,55.0
Guangdong,Guangzhou,2023-02-17,22.41,7.04,7.81,405.32,2.72,2.62,0.024,0.59,0.147,3.23,20.74,5.12,4.22,0.5,0.14,107.0,51.666666666666664
Yunnan,Kunming,2023-05-13,13.48,7.19,10.13,487.9,0.45,2.04,0.016,0.33,0.011,2.6,19.1,3.63,2.16,0.5,0.05,107.0,71.66666666666667
Henan,Zhengzhou,2023-11-22,13.54,6.92,12.25,449.56,4.69,2.5,0.012,0.25,0.082,4.24,14.12,4.82,4.81,0.69,0.04,86.0,63.333333333333336
Jiangsu,Nanjing,2023-12-27,22.29,6.930000000000001,12.05,579.5350000000001,0.66,2.189,0.022000000000000002,0.49500000000000005,0.09350000000000001,3.2890000000000006,29.92,4.9830000000000005,5.214,0.30800000000000005,0.08800000000000001,102.30000000000001,61.666666666666664
Henan,Zhengzhou,2023-12-22,20.72,6.07,10.24,568.43,6.19,1.86,0.018,0.22,0.11,3.03,15.72,5.15,3.45,1.07,0.12,106.0,56.58508333333333
Shanghai,Shanghai,2023-03-09,13.08,6.6,7.71,535.4,0.33,2.11,0.018,0.78,0.122,3.24,22.31,2.71,5.4,0.55,0.04,96.0,63.05583333333333
Beijing,Beijing,2023-06-12,17.97,7.04,9.09,389.81,3.95,2.89,0.007,0.45,0.055,3.37,27.08,2.68,4.87,0.37,0.14,110.0,55.0
Guangdong,Guangzhou,2023-10-31,14.48,8.23,7.02,713.33,5.17,2.43,0.015,0.29,0.161,2.98,26.42,4.75,5.82,0.61,0.15,88.0,45.91908333333333
Shanghai,Shanghai,2023-01-17,23.94,6.61,7.09,507.21,3.91,1.69,0.028,0.45,0.118,2.86,25.87,4.15,7.86,0.78,0.1,98.0,51.41691666666666
Shandong,Jinan,2023-10-24,27.02,7.47,7.6,528.67,4.63,1.01,0.009,0.6,0.134,3.56,17.98,4.21,3.6,0.77,0.06,98.0,59.69475
Yunnan,Kunming,2023-02-17,19.43,7.04,10.45,719.39,4.71,2.26,0.022,0.37,0.134,2.97,20.29,4.89,5.57,0.5,0.17,94.0,55.0
Shanghai,Shanghai,2023-06-14,21.79,6.33,6.45,603.49,21.26,3.84,0.022,0.53,0.036,2.28,11.08,5.37,7.42,0.5,0.04,109.0,52.30658333333333
Hubei,Wuhan,2023-05-11,14.85,7.337000000000001,7.39,447.77700000000004,4.279000000000001,2.2880000000000003,0.0143,0.42900000000000005,0.15180000000000002,2.5850000000000004,22.990000000000002,4.928000000000001,6.776000000000001,0.7040000000000001,0.14300000000000002,100.10000000000001,48.333333333333336
Hubei,Yichang,2023-07-10,16.0,7.18,7.62,398.31,1.72,1.94,0.034,0.86,0.094,2.31,13.47,4.77,6.42,0.38,0.04,94.0,61.666666666666664
Zhejiang,Ningbo,2023-05-17,21.37,6.33,8.2,269.62,4.85,1.98,0.02,0.54,0.064,2.44,18.23,4.15,3.0,0.23,0.08,104.0,62.30658333333333
Guangdong,Shenzhen,2023-10-24,5.77,6.47,6.77,564.43,11.73,1.69,0.031,0.39,0.059,3.33,10.35,3.71,3.96,0.44,0.08,111.0,57.695083333333336
Beijing,Beijing,2023-03-15,21.33,7.16,9.25,545.66,4.83,0.83,0.02,0.56,0.026,3.11,24.57,3.78,6.31,0.7,0.17,105.0,55.0
Henan,Zhengzhou,2023-04-28,19.78,6.7,4.22,398.92,7.62,2.2,0.022,0.75,-0.001,3.18,21.68,3.14,6.92,0.22,0.15,99.0,53.333333333333336
Hubei,Wuhan,2023-03-06,22.15,6.886,10.8,418.627,4.5760000000000005,2.5850000000000004,0.0143,0.319,0.0869,4.4990000000000006,22.264,4.4990000000000006,8.536,0.29700000000000004,0.14300000000000002,122.10000000000001,51.666666666666664
Zhejiang,Ningbo,2023-11-17,19.02,7.38,9.44,382.0,4.26,1.39,0.007,0.19,0.062,3.47,26.58,1.92,2.59,0.22,0.06,83.0,68.27783333333333
Shanghai,Shanghai,2023-07-29,27.55,7.13,9.17,486.28,8.78,2.7,0.037,0.58,0.067,3.09,32.64,3.47,8.67,0.01,0.13,111.0,55.0
Guangdong,Guangzhou,2023-10-15,18.79,7.22,7.69,519.65,2.9,2.37,0.033,0.85,0.059,2.14,21.88,2.84,6.14,0.06,0.15,94.0,60.0
Sichuan,Chengdu,2023-05-28,19.12,8.701,7.21,539.946,2.4420000000000006,2.0020000000000002,0.034100000000000005,0.165,0.09350000000000001,3.1790000000000003,21.395,3.3220000000000005,10.208,0.77,0.231,121.00000000000001,47.945391666666666
Zhejiang,Hangzhou,2023-02-13,8.91,6.99,7.48,386.7,4.76,1.63,0.048,0.63,-0.032,3.51,14.88,3.43,10.1,0.83,0.2,94.0,55.0
Yunnan,Kunming,2023-08-26,28.05,7.41,11.21,477.45,4.39,1.61,0.016,0.55,0.077,3.52,25.34,3.76,6.32,0.91,0.15,124.0,49.861250000000005
Sichuan,Chengdu,2023-03-07,25.65,7.964000000000001,8.3,473.27500000000003,5.082000000000001,2.156,0.031900000000000005,0.48400000000000004,0.10670000000000002,3.5640000000000005,14.036000000000001,4.807,3.9820000000000007,0.28600000000000003,0.15400000000000003,121.00000000000001,54.990566666666666
Zhejiang,Hangzhou,2023-10-23,14.71,6.73,11.91,528.17,3.38,1.4,0.034,0.92,0.061,3.16,13.5,2.55,5.33,0.58,0.07,95.0,65.0
Zhejiang,Ningbo,2023-12-30,15.49,7.48,8.77,575.84,2.12,2.82,0.015,0.47,0.027,3.27,30.38,4.94,9.42,0.42,0.03,101.0,54.667
Henan,Zhengzhou,2023-10-30,21.99,6.97,7.65,476.87,2.09,2.3,0.007,0.7,0.042,3.13,21.58,4.26,2.42,0.46,0.17,88.0,56.666666666666664
Yunnan,Kunming,2023-07-03,18.6,5.77,9.06,481.73,4.13,2.23,0.026,0.49,0.206,2.58,18.41,5.66,4.22,0.48,0.12,101.0,54.08591666666666
Shanghai,Shanghai,2023-08-08,17.81,6.64,7.17,299.01,9.39,1.94,0.027,0.23,0.102,3.75,19.68,4.22,5.39,0.71,0.11,100.0,56.500166666666665
Beijing,Beijing,2023-04-29,16.26,6.93,10.48,350.24,1.07,1.77,0.012,0.39,0.082,3.42,22.42,3.86,6.12,0.48,0.11,91.0,63.333333333333336
Henan,Zhengzhou,2023-05-19,22.18,7.47,7.03,554.44,2.45,2.44,0.023,0.69,0.123,3.9,18.92,4.04,6.58,0.67,0.12,97.0,53.028083333333335
Shandong,Qingdao,2023-09-30,19.99,6.8,8.79,480.63,0.46,2.33,0.019,0.56,0.129,2.2,23.26,3.27,4.52,0.37,0.15,105.0,63.333333333333336
Sichuan,Chengdu,2023-08-05,26.87,7.843000000000001,7.07,404.547,0.77,2.299,0.0143,0.5720000000000001,0.1617,3.2560000000000002,16.291,5.676000000000001,8.558000000000002,0.627,0.05500000000000001,106.7,55.32634166666666
Guangdong,Guangzhou,2023-07-09,15.51,6.79,7.41,538.36,1.74,2.51,0.032,0.39,0.125,2.57,18.29,2.18,5.72,0.48,0.07,77.0,63.333333333333336
Henan,Zhengzhou,2023-12-06,17.94,6.62,7.92,431.53,1.17,1.91,0.012,0.61,-0.005,2.76,21.55,6.1,2.27,0.52,0.13,88.0,59.778
Beijing,Beijing,2023-01-10,12.95,6.95,5.61,500.28,6.81,1.63,0.022,0.55,0.144,2.87,19.47,2.61,7.9,0.31,0.14,106.0,53.333333333333336
Shanghai,Shanghai,2023-04-20,16.84,7.47,10.97,496.5,3.42,1.89,0.02,0.3,0.109,2.61,24.25,5.14,7.72,0.21,0.14,93.0,58.028083333333335
Beijing,Beijing,2023-01-30,22.05,6.41,7.01,610.25,5.3,1.64,0.021,0.73,0.123,2.53,28.88,3.71,3.17,0.34,0.03,100.0,57.52858333333334
Shandong,Qingdao,2023-09-27,23.35,6.35,7.19,551.91,3.55,2.42,0.039,0.78,0.033,2.96,18.59,3.6,5.05,0.93,0.11,108.0,52.36208333333334
Sichuan,Chengdu,2023-01-31,11.86,8.393,8.9,379.808,11.737,3.355,0.025300000000000003,0.275,0.023100000000000002,3.8500000000000005,16.269000000000002,3.1570000000000005,4.367000000000001,0.77,0.08800000000000001,117.7,55.46675833333333
Zhejiang,Hangzhou,2023-08-11,21.27,6.67,11.35,614.42,5.83,1.62,0.027,0.74,0.193,3.09,17.54,3.12,6.96,0.37,0.11,126.0,59.91675
Yunnan,Dali,2023-04-13,19.55,7.392,8.5,504.295,12.606000000000002,2.607,0.006600000000000001,0.528,0.08360000000000001,2.761,17.875,3.4210000000000003,6.2700000000000005,0.638,0.15400000000000003,133.10000000000002,49.9112
Sichuan,Mianyang,2023-02-25,26.22,6.53,9.49,506.59,1.36,1.44,0.009,0.05,0.03,2.92,16.38,3.25,5.05,0.62,0.1,100.0,67.86158333333333
Beijing,Beijing,2023-02-05,18.2,6.14,8.23,479.46,4.12,1.15,0.026,0.74,0.036,2.91,21.38,6.01,9.35,0.25,0.08,119.0,55.11266666666666
Henan,Zhengzhou,2023-07-13,16.03,7.16,4.5,578.95,2.42,0.99,0.004,0.73,0.136,3.28,18.89,3.96,4.46,0.18,0.13,93.0,61.666666666666664
Guangdong,Shenzhen,2023-10-27,14.6,7.71,6.58,533.61,3.16,1.54,0.016,0.79,0.155,2.96,9.22,4.39,5.74,0.31,0.14,107.0,57.36208333333334
Hubei,Wuhan,2023-07-31,29.64,7.9750000000000005,8.93,590.282,5.104,2.8380000000000005,0.0198,0.671,0.198,2.7390000000000003,18.656000000000002,2.574,4.114000000000001,0.5940000000000001,-0.011000000000000001,97.9,61.62670833333333
Guangdong,Guangzhou,2023-02-20,28.38,6.94,3.51,475.8,3.22,2.61,0.025,0.52,0.128,3.04,28.22,4.75,4.09,0.8,0.19,105.0,45.0
Sichuan,Mianyang,2023-05-01,19.16,6.27,8.08,536.53,13.92,2.27,0.03,0.23,0.049,2.54,29.7,4.63,6.45,0.73,0.05,100.0,53.80675
Jiangsu,Nanjing,2023-01-02,18.6,8.129,6.15,403.689,1.331,1.562,0.023100000000000002,0.42900000000000005,0.14520000000000002,2.761,23.408000000000005,4.356,6.369000000000001,0.671,0.14300000000000002,116.60000000000001,52.866025
Hubei,Wuhan,2023-12-11,14.21,8.184000000000001,5.15,399.28900000000004,0.7150000000000001,2.068,0.013200000000000002,0.55,0.1188,3.003,34.595,4.763000000000001,5.764000000000001,0.396,0.12100000000000001,106.7,52.7134
Zhejiang,Hangzhou,2023-11-07,14.67,6.45,8.79,490.48,0.44,1.74,0.03,0.33,0.082,3.21,17.1,3.56,3.7,0.39,0.04,82.0,69.30624999999999
Shandong,Qingdao,2023-10-22,28.86,6.31,10.59,573.78,3.68,3.15,0.022,0.3,0.166,2.4,15.57,1.92,6.45,0.04,0.15,111.0,63.91774999999999
Hubei,Wuhan,2023-07-27,10.51,8.382000000000001,10.67,511.3350000000001,1.815,2.8600000000000003,0.0297,0.671,0.2398,3.036,17.721,3.091,6.457000000000001,0.5060000000000001,0.15400000000000003,123.20000000000002,52.16395
Sichuan,Chengdu,2023-07-15,23.37,7.689000000000001,11.18,411.059,3.0690000000000004,2.2,0.015400000000000002,0.40700000000000003,0.18590000000000004,2.849,23.639,5.368,6.721000000000001,0.42900000000000005,0.15400000000000003,102.30000000000001,54.087025000000004
Yunnan,Dali,2023-11-06,18.9,8.063,9.46,491.7440000000001,1.7160000000000002,1.595,0.015400000000000002,0.8250000000000001,0.11110000000000002,2.7170000000000005,22.429000000000002,4.840000000000001,2.0130000000000003,0.913,0.20900000000000002,90.2,54.71584166666667
Shanghai,Shanghai,2023-05-01,29.07,7.04,8.47,568.87,5.61,1.52,0.029,0.73,0.114,3.3,18.46,2.8,8.77,0.23,0.18,111.0,56.666666666666664
Beijing,Beijing,2023-10-23,30.64,7.07,6.72,541.99,9.13,2.32,0.021,0.56,0.049,2.36,20.35,4.18,2.9,0.61,0.13,95.0,55.0
Henan,Zhengzhou,2023-03-16,25.71,7.68,7.85,405.84,5.5,3.03,0.019,0.61,0.148,3.52,21.7,3.77,6.66,0.58,0.08,103.0,50.77866666666667
Henan,Luoyang,2023-06-23,19.65,8.085,10.39,672.6610000000001,11.418000000000001,2.596,0.0429,0.77,0.1562,3.19,18.348000000000003,7.062,5.412,0.528,0.12100000000000001,118.80000000000001,49.65479166666666
Shandong,Jinan,2023-10-17,21.9,7.05,8.04,393.13,0.26,2.51,0.005,0.6,0.137,3.44,19.6,5.05,3.37,0.69,0.1,91.0,61.666666666666664
Yunnan,Kunming,2023-10-06,20.14,7.85,9.75,456.18,9.19,1.83,0.008,0.59,0.082,2.63,26.38,3.02,6.12,0.2,0.03,92.0,60.306916666666666
Shanghai,Shanghai,2023-12-18,15.26,6.6,4.44,521.44,6.03,1.15,0.012,0.49,0.104,2.18,12.93,3.24,3.61,0.65,0.08,108.0,59.7225
Shanghai,Shanghai,2023-06-12,11.27,7.03,7.56,444.93,3.42,1.62,0.006,0.31,0.087,2.63,15.73,3.8,4.02,0.54,0.08,97.0,61.666666666666664
Henan,Luoyang,2023-08-29,16.38,7.293,8.05,538.758,1.6280000000000001,2.3760000000000003,0.015400000000000002,0.517,0.050600000000000006,3.7730000000000006,33.374,3.696,8.195,0.36300000000000004,0.07700000000000001,108.9,56.666666666666664
Shanghai,Shanghai,2023-02-24,20.49,7.45,10.94,482.3,0.53,1.63,0.028,0.64,0.022,3.09,24.39,5.2,6.29,0.65,0.07,98.0,61.41691666666666
Henan,Luoyang,2023-10-25,16.02,7.293,6.32,487.01400000000007,6.061,3.212,0.033,0.8140000000000001,0.07260000000000001,3.4100000000000006,16.269000000000002,4.642,1.606,0.781,0.07700000000000001,125.4,50.0
Zhejiang,Ningbo,2023-11-30,21.96,6.9,9.34,490.44,2.49,2.4,0.018,0.48,0.107,3.57,18.28,5.14,5.51,0.35,0.1,95.0,61.666666666666664
Jiangsu,Suzhou,2023-01-09,24.45,7.55,9.13,375.08,0.32,2.99,0.03,0.48,0.092,2.81,12.94,3.52,6.35,0.31,0.09,105.0,64.47275
Yunnan,Dali,2023-05-14,17.31,6.963000000000001,8.87,621.368,0.924,3.08,0.036300000000000006,0.539,0.06160000000000001,3.168,12.705000000000002,3.7840000000000003,6.490000000000001,0.47300000000000003,0.07700000000000001,101.2,63.333333333333336
Sichuan,Mianyang,2023-01-27,28.33,7.37,7.31,620.06,5.81,1.71,0.002,0.34,0.172,3.15,16.37,4.13,4.88,0.12,0.01,105.0,64.97225
Beijing,Beijing,2023-02-27,23.34,6.65,6.09,447.19,4.99,2.06,0.02,0.49,0.074,3.01,15.75,2.81,2.51,0.29,0.12,108.0,61.52791666666667
Shanghai,Shanghai,2023-01-13,22.02,7.03,10.66,534.74,4.12,2.09,0.016,0.66,0.031,2.82,15.1,3.88,7.49,0.63,0.01,93.0,61.666666666666664
Zhejiang,Ningbo,2023-05-04,18.19,7.77,5.85,501.24,6.87,2.42,0.022,0.63,0.064,2.44,24.45,4.56,5.44,0.54,0.12,105.0,45.52891666666667
Henan,Zhengzhou,2023-10-03,15.98,7.39,7.86,467.92,3.29,2.29,0.01,0.52,0.059,2.83,18.0,3.16,4.55,0.4,0.05,95.0,66.58341666666666
Shandong,Qingdao,2023-08-31,21.35,7.15,6.48,605.84,8.65,1.9,0.018,0.61,0.088,3.23,18.72,5.12,4.98,0.47,0.12,98.0,53.333333333333336
Zhejiang,Hangzhou,2023-06-09,19.23,7.05,5.89,506.56,1.74,2.35,0.015,0.61,0.074,3.0,27.29,3.25,3.55,0.45,0.1,101.0,55.0
Shandong,Jinan,2023-08-07,22.56,7.04,6.9,592.58,11.06,2.0,0.027,0.29,0.01,2.45,16.8,5.07,9.06,0.32,0.1,109.0,56.666666666666664
Beijing,Beijing,2023-06-13,13.2,7.83,7.66,447.52,7.39,1.22,0.033,0.6,0.042,3.15,24.06,4.09,7.73,0.61,0.12,98.0,50.36241666666666
Jiangsu,Suzhou,2023-03-24,24.72,7.21,9.0,398.97,8.71,1.64,0.004,0.65,0.234,2.86,17.68,4.82,3.28,0.8,0.12,81.0,53.333333333333336
Jiangsu,Suzhou,2023-03-10,22.32,7.39,8.64,676.14,8.71,3.56,0.026,0.53,0.081,3.44,18.17,3.23,4.06,0.46,0.21,85.0,54.91675
Sichuan,Mianyang,2023-06-22,21.51,7.5,4.77,701.3,3.11,3.0,0.013,0.16,0.074,2.52,16.14,4.86,4.28,0.18,0.1,97.0,61.278166666666664
Sichuan,Mianyang,2023-03-25,21.46,6.97,10.01,454.55,1.48,1.2,0.029,0.76,0.088,2.59,14.61,3.97,7.43,0.41,0.16,97.0,61.666666666666664
Zhejiang,Ningbo,2023-05-24,26.09,6.81,5.57,274.07,8.86,1.74,0.014,0.71,0.067,2.27,13.44,4.67,2.27,0.42,0.11,101.0,55.0
Jiangsu,Nanjing,2023-04-24,23.92,7.667000000000001,8.63,566.687,5.929,2.343,0.0297,0.341,0.033,2.662,17.534000000000002,6.622,3.7290000000000005,0.44000000000000006,0.099,116.60000000000001,59.148075
Hubei,Wuhan,2023-12-13,24.88,7.634000000000001,9.57,561.99,3.927,1.6830000000000003,0.006600000000000001,1.122,0.2156,2.7170000000000005,25.938,5.676000000000001,6.952000000000001,0.5060000000000001,0.22000000000000003,93.50000000000001,47.57298333333333
Beijing,Beijing,2023-02-21,15.75,7.28,6.32,473.76,1.1,2.38,0.027,0.58,0.118,3.52,18.87,1.61,9.22,0.32,0.13,109.0,61.666666666666664
Zhejiang,Ningbo,2023-02-02,13.19,6.53,9.18,448.64,1.17,2.11,0.026,0.53,0.147,3.47,27.57,4.34,5.68,0.85,0.16,117.0,52.86158333333333
Beijing,Beijing,2023-11-19,16.64,6.64,10.85,686.44,1.71,2.33,0.013,0.57,0.054,3.29,22.99,4.59,5.67,0.44,0.09,103.0,58.16683333333333
Yunnan,Kunming,2023-11-16,18.33,7.08,8.41,471.53,1.1,1.89,0.023,0.67,0.027,2.46,16.7,3.27,4.68,0.84,0.16,110.0,60.0
Henan,Luoyang,2023-01-04,11.14,7.414000000000001,8.56,312.4440000000001,15.180000000000001,2.4859999999999998,0.0396,0.49500000000000005,0.0979,4.268,22.088,3.5200000000000005,7.117,0.49500000000000005,0.066,128.70000000000002,49.850150000000006
Yunnan,Dali,2023-08-09,15.93,7.4910000000000005,10.92,535.2600000000001,19.03,1.4960000000000002,0.022000000000000002,0.792,0.15290000000000004,3.2450000000000006,29.051000000000002,6.303000000000001,6.578000000000001,0.47300000000000003,0.198,111.10000000000001,49.636475
Yunnan,Dali,2023-11-11,18.15,8.58,4.98,427.66900000000004,18.425,2.728,0.0055000000000000005,0.231,0.15180000000000002,2.508,20.515,4.422,4.07,0.682,-0.0,134.20000000000002,49.947833333333335
Beijing,Beijing,2023-06-17,19.65,6.6,9.31,667.82,3.41,1.32,0.01,0.78,0.022,3.25,16.97,2.38,6.05,0.61,0.1,98.0,64.7225
Jiangsu,Suzhou,2023-09-15,20.97,7.29,7.29,579.05,8.83,1.31,0.013,0.49,0.134,3.01,21.08,5.73,4.95,0.39,0.12,98.0,56.666666666666664
Yunnan,Kunming,2023-12-19,26.74,6.87,6.81,323.93,16.22,2.04,0.016,0.67,0.14,3.5,24.72,4.05,3.6,0.47,0.11,106.0,53.333333333333336
Henan,Luoyang,2023-08-15,19.83,8.129,9.55,678.5020000000001,9.174000000000001,1.9250000000000003,0.026400000000000003,0.385,0.06160000000000001,3.5640000000000005,24.684000000000005,7.359000000000001,5.159000000000001,0.42900000000000005,0.165,85.80000000000001,49.532691666666665
Shanghai,Shanghai,2023-11-26,17.21,7.61,8.36,442.27,8.99,1.58,0.038,0.32,0.063,3.58,27.49,4.35,2.42,0.52,0.03,100.0,60.97291666666666
Hubei,Yichang,2023-07-13,19.22,7.52,9.91,640.97,0.62,2.44,0.041,0.82,0.16,2.66,16.47,3.12,4.7,0.12,0.17,94.0,64.556
Beijing,Beijing,2023-01-02,13.37,6.8,6.57,537.56,14.81,2.25,0.029,0.39,0.064,2.6,14.59,3.58,5.13,0.22,0.07,100.0,60.0
Shanghai,Shanghai,2023-10-29,19.54,7.26,8.36,556.05,0.09,1.6,0.032,0.28,0.082,3.84,20.8,4.2,4.8,0.7,0.12,123.0,61.666666666666664
Beijing,Beijing,2023-03-28,21.06,6.39,4.1,688.18,20.76,2.08,0.014,0.53,0.028,2.64,23.93,4.54,4.75,0.58,0.18,91.0,50.80641666666666
Sichuan,Chengdu,2023-09-09,17.22,8.085,6.63,580.195,0.132,1.375,0.025300000000000003,0.5940000000000001,0.09020000000000002,4.0920000000000005,21.945,5.753000000000001,7.436,0.30800000000000005,0.066,113.30000000000001,57.988125
Yunnan,Dali,2023-11-19,12.27,7.766,9.08,566.676,0.47300000000000003,1.9470000000000003,-0.0011,0.6160000000000001,0.264,3.3770000000000002,23.111000000000004,4.378,6.281000000000001,0.517,0.14300000000000002,101.2,55.540016666666666
Guangdong,Guangzhou,2023-10-14,22.53,6.52,5.1,391.96,3.09,1.43,0.021,0.63,0.118,2.59,17.14,3.31,6.13,0.52,0.08,92.0,59.500499999999995
Yunnan,Dali,2023-12-13,22.76,7.546000000000001,8.88,500.96200000000005,3.8390000000000004,2.299,0.0187,0.462,0.20350000000000001,3.7510000000000003,27.379,5.2250000000000005,5.390000000000001,0.8140000000000001,0.033,113.30000000000001,52.81718333333333
Beijing,Beijing,2023-04-16,17.77,6.67,9.94,595.11,5.74,1.65,0.013,0.29,0.127,2.95,30.61,2.47,3.26,0.5,0.13,102.0,59.91675
Hubei,Wuhan,2023-09-04,17.79,8.206000000000001,8.72,584.672,1.7380000000000002,3.0690000000000004,0.015400000000000002,0.6050000000000001,0.08910000000000001,3.608,12.969,4.015000000000001,4.235,0.47300000000000003,-0.033,108.9,60.98568333333333
Beijing,Beijing,2023-06-29,23.99,8.15,7.01,436.8,0.35,2.35,0.009,0.28,0.035,3.11,14.76,5.29,2.69,0.61,0.18,93.0,62.80775
Beijing,Beijing,2023-01-13,21.03,7.16,9.07,499.2,3.96,1.67,0.017,0.72,0.107,3.14,25.01,5.63,2.69,0.4,0.17,99.0,55.0
